name,city,avg_rating,sample_comment
Fh Hotel Villa Fiesole,Ames,4.4035087719298245,Beautiful view and convenient for bus to city centre!
Fiesta Inn Centro Historico,Bristol,4.410958904109589,"This hotel was in a great location. Most everything in the Historic District was within walking distance. The rooms were very clean and well-laid out. The room was surprisingly quiet even though the hotel is on a busy street. Also, it is in a small mall with a food court and a couple sit-down restaurants. That eliminates having to hunt for a place to eat if you just want to go to your room to rest."
Fiesta Inn and Suites,San Antonio,1.4542124542124542,"We arrived and was caught of guard when the lady at front desk...gave us 2 keys and asked us to go check rooms and see if we liked them!! WHAT!! okay, so we go and check the rooms!!! I was literally scared to even walk in the rooms! We saw 9 rooms total and ended up leaving anyway!! Roaches, ugly stench, OLD and HORRIBLE furniture, did i mention....ROACHES!!! Why is this hotel even on this page..arent they supposed to get audited or something. It was HORRIBLE!! I was there for approximately 15 min and it was the worst experience of my life!!!"
Fireline Hotel,Palmerton,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Fireside Inn Santa Cruz,Santa Cruz,3.1690140845070425,Terrible! Old and dirty. Ugh had to sleep there because no vacancies. Not one good thing about it. The price was ridiculous. Bad!!!!!
Fitzgerald's Restaurant,Mohawk,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Five Seasuns Bed & Breakfast Inn,Port Angeles,3.8333333333333335,"My husband and I came to the penisula for the weekend. During the day we went hiking by Crescent Lake. As far as the Bed and Breakfast, we stayed in the Indian Summer Carriage house. We had a lovely time and the breakfast was excellent. The owner/host was friendly. All together if we come back to Port Angeles we would... More"
Forest Hill Inn,Stevens,3.857142857142857,"The location of the BB is beautiful. The suite was beautiful and the breakfast was delicious. We stayed here in October, our favorite time of year to tour Lancaster County. Our only complaint is that we really could hear running above our heads both morning (early) and night. In fact, the night we arrived the young ones were up until... More"
Fort Conde Inn,Mobile,4.814814814814815,Loved the Fort Conde Inn. Location was close to downtown and the Marde Gras parades. Breakfast was really good. My husband is normally not a fan of French toast but loved it. Beautiful historic house. Rooms were clean and cozy. Large bathroom. Staff was very friendly.
Fort's Cedar View,Ulysses,5.0,"I have stayed in many Bed and Breakfasts and this one will be one of my favorites. I had a very large room with a king bed and large separate bath, Linda goes out of her way to be sure you have everything you need. The towels were large and so soft. I loved her breakfast with home made biscuits... More"
Four Points By Sheraton Memphis Southwind,Memphis,3.9375,"Stayed here two nights for the KState bowl game. It's a newer hotel in a suburb of Memphis. The pool was a nice treat and was warmer than most hotel pools that are indoors. The room was of decent size and offered a couch in the room. The hotel bar was a little small, but didn't utilize it. The drive... More"
Four Points-kansas,Kansas City,,"Editorial Review by Citysearch Editors National chain offers affordable, spacious accommodations with in-room high-speed Internet, coffeemaker and hair dryer complimentary breakfast also provided."
Four Seasons Country Inn,Glasgow,4.0588235294117645,"We just spent two nights at Four Seasons. It suited us just fine. We had a first floor room with a door to the porch which we liked. The room was well equipped with a refrigerator, iron and ironing board, hair dryer, and wi-fi. Each room has its own water heater the best I could tell which means you really... More"
Four Seasons Hotel St. Louis,Saint Louis,4.704672897196262,"Condition, service, and amenities continue to be outstanding!"
Foxburg Inn,Emlenton,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Frontier Cabins Motel,Wall,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Garden Bed and Breakfast,Deansboro,4.75,"This room over a barn is a bit quirky with the sloped ceiling and curtained partitions for the restroom, but it is a lovely place to stay and a great value. The innkeeper is incredibly helpful and goes out of her way to make sure you will be happy. One evening we came home to gluten free chocolate cookies which... More"
Garden of The Gods Club & Resort,Colorado Springs,4.648255813953488,"perfect view from 2nd floor, amazing views of wildlife. The best place we have ever stayed!"
Gardena Terrace Inn,Gardena,3.450381679389313,I love it the managers are kind and sweet the rooms are clean and cozy besides the upstairs loud stomping from the room above i give it a 10 overall i recommend this hotel for everyone make sure to book in advance because boy oh boy they most likely get booked up one of the best hotels around classy
Gateway Studios,Champaign,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Glendale Gaslight Inn,Glendale,4.0,"This is a nice place for a relaxing evening out with friends. The owners seem pretty nice, too. I've been there a few times including last night. Recommend."
Good Nite Inn Rohnert Park,Rohnert Park,3.34375,this morning sucked I had no refrigerator or microwave no continental breakfast this was not mentioned in the looking unfortunately or we would not have looked there
Gooding Hotel Bed Breakfast,Gooding,4.7,"This little place is eclectic and really the only decent place in Gooding to stay. Our room was unique and inviting. The owners are very friendly and want you to feel welcome. They were welcoming of me and my same-sex partner, so I would recommend to lesbians if you find yourselves in this conservative part of Idaho."
Gran Melia Victoria,Clifton,4.611940298507463,Brilliant! You must stay here!cant praise hotel and staff enough.
